investor_id,Date,year,quarter,macro_state_label,split,persona_risk_tolerance,persona_time_horizon,persona_loss_aversion,persona_macro_sensitivity,inflation,cycle,unemployment,monetary,stress,Year_Qtr,Mkt-RF,SMB,HML,RMW,CMA,Alpha,state_Expansion,state_Inflationary Tightening,state_Neutral,state_Recession
INV_BARON,3Q08,2008,3,Recession,train,0.5840936,0.607343,0.43706164,0.37540513,0.71,0.04,0.7,0.63,0.8,2008-Q3,1.2,0.4,-0.45,0.15,-0.25,0.012,0.0,0.0,0.0,1.0
INV_BARON,4Q08,2008,4,Recession,train,0.57952005,0.6049045,0.44131207,0.3810454,0.55,0.01,0.78,0.4,1.0,2008-Q4,1.18,0.38,-0.43,0.13,-0.23,0.011,0.0,0.0,0.0,1.0
INV_BARON,1Q09,2009,1,Recession,train,0.5844297,0.60571903,0.43911836,0.37831146,0.24,0.03,0.84,0.32,0.99,2009-Q1,1.16,0.35,-0.4,0.1,-0.2,0.01,0.0,0.0,0.0,1.0
INV_BARON,2Q09,2009,2,Recession,train,0.5852619,0.6058353,0.43793112,0.37702456,0.31,0.11,0.93,0.31,0.96,2009-Q2,1.14,0.32,-0.38,0.08,-0.18,0.008,0.0,0.0,0.0,1.0
INV_BARON,3Q09,2009,3,Recession,train,0.5873378,0.60539496,0.43848193,0.37686688,0.1,0.29,0.96,0.27,0.82,2009-Q3,1.22,0.4,-0.45,0.15,-0.25,0.013,0.0,0.0,0.0,1.0
INV_BARON,4Q09,2009,4,Neutral,train,0.586777,0.6053469,0.4369734,0.3772502,0.14,0.84,0.99,0.19,0.73,2009-Q4,1.2,0.38,-0.43,0.13,-0.23,0.012,0.0,0.0,1.0,0.0
INV_BARON,1Q10,2010,1,Recession,train,0.5887222,0.60556716,0.4387731,0.37369654,0.11,0.33,0.97,0.22,0.62,2010-Q1,1.05,0.35,-0.3,0.2,-0.15,0.01,0.0,0.0,0.0,1.0
INV_BARON,2Q10,2010,2,Neutral,train,0.5857767,0.6020053,0.43803105,0.37738812,0.02,0.81,0.97,0.35,0.88,2010-Q2,1.02,0.38,-0.33,0.22,-0.17,0.009,0.0,0.0,1.0,0.0
INV_BARON,3Q10,2010,3,Neutral,train,0.58493274,0.6025193,0.43678337,0.37761694,0.01,0.62,0.94,0.33,0.77,2010-Q3,1.08,0.32,-0.28,0.18,-0.13,0.012,0.0,0.0,1.0,0.0
INV_BARON,4Q10,2010,4,Neutral,train,0.58598316,0.6037636,0.43488762,0.37642246,0.0,0.38,0.95,0.34,0.59,2010-Q4,1.07,0.34,-0.29,0.19,-0.14,0.011,0.0,0.0,1.0,0.0
INV_BARON,1Q11,2011,1,Neutral,train,0.5859366,0.6049025,0.43530533,0.3750499,0.02,0.1,0.9,0.28,0.55,2011-Q1,1.04,0.36,-0.31,0.21,-0.16,0.01,0.0,0.0,1.0,0.0
INV_BARON,2Q11,2011,2,Neutral,train,0.5867235,0.60511816,0.43453574,0.3752346,0.06,0.56,0.91,0.14,0.49,2011-Q2,1.03,0.37,-0.32,0.23,-0.18,0.009,0.0,0.0,1.0,0.0
INV_BARON,3Q11,2011,3,Recession,train,0.58513284,0.60560817,0.43760335,0.37485766,0.27,0.13,0.91,0.06,0.93,2011-Q3,1.1,0.31,-0.27,0.17,-0.12,0.013,0.0,0.0,0.0,1.0
INV_BARON,4Q11,2011,4,Neutral,train,0.5854198,0.6048274,0.4405012,0.3753898,0.44,0.87,0.88,0.03,0.91,2011-Q4,1.09,0.33,-0.28,0.18,-0.13,0.012,0.0,0.0,1.0,0.0
INV_BARON,1Q12,2012,1,Neutral,train,0.5845978,0.6051422,0.44012564,0.3761003,0.55,0.69,0.87,0.16,0.53,2012-Q1,1.06,0.35,-0.3,0.2,-0.15,0.011,0.0,0.0,1.0,0.0
INV_BARON,2Q12,2012,2,Recession,train,0.58463013,0.60450464,0.4406986,0.37642342,0.62,0.32,0.86,0.26,0.61,2012-Q2,1.04,0.37,-0.32,0.22,-0.17,0.01,0.0,0.0,0.0,1.0
INV_BARON,3Q12,2012,3,Neutral,train,0.5850693,0.60340077,0.44161677,0.37794176,0.4,0.18,0.84,0.25,0.38,2012-Q3,1.09,0.3,-0.26,0.16,-0.11,0.014,0.0,0.0,1.0,0.0
INV_BARON,4Q12,2012,4,Neutral,train,0.5850464,0.60334915,0.44216743,0.37785637,0.38,0.14,0.83,0.3,0.44,2012-Q4,1.08,0.32,-0.27,0.17,-0.12,0.013,0.0,0.0,1.0,0.0
INV_BARON,1Q13,2013,1,Neutral,train,0.5873339,0.6045555,0.43721983,0.37664455,0.36,0.82,0.82,0.24,0.15,2013-Q1,1.07,0.34,-0.29,0.19,-0.14,0.012,0.0,0.0,1.0,0.0
INV_BARON,2Q13,2013,2,Neutral,train,0.5878306,0.60483617,0.43506664,0.37546268,0.24,0.25,0.81,0.18,0.28,2013-Q2,1.05,0.36,-0.31,0.21,-0.16,0.011,0.0,0.0,1.0,0.0
INV_BARON,3Q13,2013,3,Neutral,train,0.5862521,0.6043113,0.43629587,0.37656623,0.18,0.73,0.8,0.07,0.25,2013-Q3,1.11,0.29,-0.25,0.15,-0.1,0.015,0.0,0.0,1.0,0.0
INV_BARON,4Q13,2013,4,Neutral,train,0.58861685,0.60260624,0.4362262,0.377889,0.18,0.73,0.79,0.08,0.24,2013-Q4,1.1,0.31,-0.26,0.16,-0.11,0.014,0.0,0.0,1.0,0.0
INV_BARON,1Q14,2014,1,Neutral,train,0.5898245,0.6017519,0.43695173,0.37767613,0.14,0.07,0.76,0.02,0.27,2014-Q1,1.08,0.33,-0.28,0.18,-0.13,0.013,0.0,0.0,1.0,0.0
INV_BARON,2Q14,2014,2,Neutral,train,0.5876491,0.60268754,0.43930486,0.37827697,0.32,0.94,0.75,0.12,0.08,2014-Q2,1.06,0.35,-0.3,0.2,-0.15,0.012,0.0,0.0,1.0,0.0
INV_BARON,3Q14,2014,3,Neutral,train,0.5872595,0.6026617,0.43776816,0.37859574,0.33,0.93,0.71,0.1,0.12,2014-Q3,1.12,0.28,-0.24,0.14,-0.09,0.016,0.0,0.0,1.0,0.0
INV_BARON,4Q14,2014,4,Neutral,train,0.58557415,0.60290164,0.4381936,0.37800676,0.22,0.35,0.63,0.15,0.35,2014-Q4,1.11,0.3,-0.25,0.15,-0.1,0.015,0.0,0.0,1.0,0.0
INV_BARON,1Q15,2015,1,Neutral,train,0.585725,0.6022853,0.43875873,0.3792551,0.14,0.76,0.59,0.17,0.43,2015-Q1,1.08,0.35,-0.3,0.2,-0.15,0.013,0.0,0.0,1.0,0.0
INV_BARON,2Q15,2015,2,Neutral,train,0.58547115,0.6031383,0.43768656,0.3778843,0.24,0.48,0.55,0.21,0.19,2015-Q2,1.06,0.37,-0.32,0.22,-0.17,0.012,0.0,0.0,1.0,0.0
INV_BARON,3Q15,2015,3,Neutral,train,0.58469427,0.60268545,0.4392187,0.37827888,0.27,0.3,0.52,0.23,0.6,2015-Q3,1.13,0.3,-0.26,0.16,-0.11,0.016,0.0,0.0,1.0,0.0
INV_BARON,4Q15,2015,4,Neutral,train,0.584695,0.60285884,0.44089746,0.377892,0.36,0.22,0.48,0.29,0.45,2015-Q4,1.12,0.32,-0.27,0.17,-0.12,0.015,0.0,0.0,1.0,0.0
INV_BARON,1Q16,2016,1,Neutral,train,0.5845225,0.60450226,0.43825677,0.3759078,0.53,0.43,0.44,0.36,0.66,2016-Q1,1.1,0.34,-0.29,0.19,-0.14,0.014,0.0,0.0,1.0,0.0
INV_BARON,2Q16,2016,2,Neutral,train,0.58476907,0.6044793,0.43978542,0.37561357,0.49,0.28,0.43,0.37,0.34,2016-Q2,1.09,0.36,-0.31,0.21,-0.16,0.013,0.0,0.0,1.0,0.0
INV_BARON,3Q16,2016,3,Neutral,train,0.5852611,0.6046071,0.44041458,0.3762922,0.6,0.59,0.44,0.38,0.13,2016-Q3,1.15,0.29,-0.25,0.15,-0.1,0.017,0.0,0.0,1.0,0.0
INV_BARON,4Q16,2016,4,Neutral,train,0.58525294,0.60492414,0.4382369,0.37574494,0.45,0.41,0.39,0.39,0.23,2016-Q4,1.14,0.31,-0.26,0.16,-0.11,0.016,0.0,0.0,1.0,0.0
INV_BARON,1Q17,2017,1,Neutral,train,0.5859302,0.6041851,0.43908274,0.37629867,0.55,0.35,0.37,0.41,0.04,2017-Q1,1.12,0.33,-0.28,0.18,-0.13,0.015,0.0,0.0,1.0,0.0
INV_BARON,2Q17,2017,2,Neutral,train,0.58584327,0.60481876,0.43539295,0.37646836,0.35,0.43,0.29,0.43,0.03,2017-Q2,1.1,0.35,-0.3,0.2,-0.15,0.014,0.0,0.0,1.0,0.0
INV_BARON,3Q17,2017,3,Expansion,train,0.5853483,0.6056018,0.43814525,0.37554947,0.18,0.64,0.26,0.48,0.01,2017-Q3,1.17,0.28,-0.24,0.14,-0.09,0.018,1.0,0.0,0.0,0.0
INV_BARON,4Q17,2017,4,Expansion,train,0.5864373,0.6061444,0.43967202,0.37486717,0.22,0.87,0.18,0.49,0.0,2017-Q4,1.16,0.3,-0.25,0.15,-0.1,0.017,1.0,0.0,0.0,0.0
INV_BARON,1Q18,2018,1,Neutral,train,0.5882295,0.6056819,0.43512383,0.375319,0.27,0.66,0.18,0.54,0.5,2018-Q1,1.14,0.32,-0.27,0.17,-0.12,0.016,0.0,0.0,1.0,0.0
INV_BARON,2Q18,2018,2,Neutral,train,0.58803505,0.60512406,0.43388718,0.3752446,0.45,0.38,0.16,0.57,0.32,2018-Q2,1.12,0.34,-0.29,0.19,-0.14,0.015,0.0,0.0,1.0,0.0
INV_BARON,3Q18,2018,3,Inflationary Tightening,train,0.58667094,0.6048374,0.437965,0.37701806,0.62,0.48,0.13,0.61,0.11,2018-Q3,1.19,0.27,-0.23,0.13,-0.08,0.019,0.0,1.0,0.0,0.0
INV_BARON,4Q18,2018,4,Neutral,train,0.5877699,0.6038153,0.43509954,0.3773217,0.49,0.18,0.09,0.68,0.67,2018-Q4,1.18,0.29,-0.24,0.14,-0.09,0.018,0.0,0.0,1.0,0.0
INV_BARON,1Q19,2019,1,Neutral,train,0.5894878,0.60420626,0.4300475,0.37716362,0.49,0.48,0.15,0.7,0.4,2019-Q1,1.16,0.31,-0.26,0.16,-0.11,0.017,0.0,0.0,1.0,0.0
INV_BARON,2Q19,2019,2,Expansion,train,0.5898541,0.6063773,0.43263406,0.37475136,0.39,0.69,0.05,0.69,0.3,2019-Q2,1.14,0.33,-0.28,0.18,-0.13,0.016,1.0,0.0,0.0,0.0
INV_BARON,3Q19,2019,3,Expansion,train,0.5891393,0.6069852,0.43477207,0.37360188,0.55,0.92,0.06,0.67,0.36,2019-Q3,1.21,0.26,-0.22,0.12,-0.07,0.02,1.0,0.0,0.0,0.0
INV_BARON,4Q19,2019,4,Neutral,train,0.5877978,0.608507,0.4317319,0.37371138,0.66,0.57,0.01,0.56,0.21,2019-Q4,1.2,0.28,-0.23,0.13,-0.08,0.019,0.0,0.0,1.0,0.0
INV_BARON,1Q20,2020,1,Neutral,train,0.58664,0.6049204,0.43336186,0.37524775,0.66,0.02,0.13,0.51,0.94,2020-Q1,1.15,0.3,-0.28,0.2,-0.15,0.015,0.0,0.0,1.0,0.0
INV_BARON,2Q20,2020,2,Recession,train,0.5871091,0.6051848,0.43169147,0.37354696,0.11,0.0,1.0,0.0,0.97,2020-Q2,1.25,0.45,-0.4,0.15,-0.25,0.025,0.0,0.0,0.0,1.0
INV_BARON,3Q20,2020,3,Neutral,train,0.58401227,0.6050514,0.434172,0.376891,0.09,1.0,0.89,0.13,0.85,2020-Q3,1.2,0.35,-0.32,0.18,-0.2,0.02,0.0,0.0,1.0,0.0
INV_BARON,4Q20,2020,4,Neutral,train,0.586297,0.6050011,0.43485713,0.37482896,0.14,0.87,0.77,0.09,0.83,2020-Q4,1.22,0.38,-0.35,0.16,-0.22,0.022,0.0,0.0,1.0,0.0
INV_BARON,1Q21,2021,1,Neutral,test,0.5869935,0.604283,0.4377578,0.37472993,0.07,0.96,0.74,0.04,0.74,2021-Q1,1.18,0.36,-0.33,0.19,-0.18,0.018,0.0,0.0,1.0,0.0
INV_BARON,2Q21,2021,2,Neutral,test,0.5865084,0.6044162,0.43981186,0.37461606,0.83,0.98,0.69,0.01,0.52,2021-Q2,1.17,0.37,-0.34,0.2,-0.19,0.017,0.0,0.0,1.0,0.0
INV_BARON,3Q21,2021,3,Neutral,test,0.5834446,0.60384023,0.4454085,0.3776068,0.92,0.66,0.51,0.11,0.54,2021-Q3,1.23,0.32,-0.28,0.15,-0.15,0.023,0.0,0.0,1.0,0.0
INV_BARON,4Q21,2021,4,Neutral,test,0.58039004,0.6027723,0.44743252,0.3813212,0.93,0.98,0.24,0.05,0.57,2021-Q4,1.22,0.33,-0.29,0.16,-0.16,0.022,0.0,0.0,1.0,0.0
INV_BARON,1Q22,2022,1,Neutral,test,0.57857716,0.59979737,0.444421,0.38391638,0.97,0.09,0.11,0.2,0.81,2022-Q1,1.15,0.3,-0.25,0.22,-0.12,0.014,0.0,0.0,1.0,0.0
INV_BARON,2Q22,2022,2,Neutral,test,0.5754456,0.60163045,0.43994218,0.38428116,0.99,0.18,0.04,0.42,0.89,2022-Q2,1.12,0.28,-0.22,0.25,-0.1,0.011,0.0,0.0,1.0,0.0
INV_BARON,3Q22,2022,3,Inflationary Tightening,test,0.5729226,0.6018719,0.43659222,0.38628784,0.98,0.59,0.03,0.66,0.78,2022-Q3,1.2,0.3,-0.26,0.18,-0.13,0.019,0.0,1.0,0.0,0.0
INV_BARON,4Q22,2022,4,Inflationary Tightening,test,0.5738096,0.60200083,0.43235648,0.38545856,1.0,0.57,0.06,0.77,0.79,2022-Q4,1.19,0.31,-0.27,0.19,-0.14,0.018,0.0,1.0,0.0,0.0
INV_BARON,1Q23,2023,1,Inflationary Tightening,test,0.58014315,0.6013629,0.42518085,0.38115343,0.96,0.59,0.0,0.86,0.64,2023-Q1,1.17,0.32,-0.28,0.2,-0.15,0.017,0.0,1.0,0.0,0.0
INV_BARON,2Q23,2023,2,Inflationary Tightening,test,0.585116,0.6009525,0.42050475,0.3774234,0.95,0.48,0.02,0.89,0.41,2023-Q2,1.16,0.33,-0.29,0.21,-0.16,0.016,0.0,1.0,0.0,0.0
INV_BARON,3Q23,2023,3,Expansion,test,0.5850808,0.61311686,0.3927772,0.37853003,0.94,0.9,0.08,0.94,0.29,2023-Q3,1.24,0.28,-0.23,0.15,-0.1,0.024,1.0,0.0,0.0,0.0
INV_BARON,4Q23,2023,4,Expansion,test,0.58367014,0.61174214,0.40455005,0.38029745,0.91,0.69,0.09,0.97,0.31,2023-Q4,1.23,0.29,-0.24,0.16,-0.11,0.023,1.0,0.0,0.0,0.0
INV_BARON,1Q24,2024,1,Inflationary Tightening,test,0.586435,0.6056816,0.39442983,0.39159065,0.9,0.23,0.11,0.97,0.18,2024-Q1,1.22,0.3,-0.25,0.17,-0.12,0.022,0.0,1.0,0.0,0.0
INV_BARON,2Q24,2024,2,Expansion,test,0.5947788,0.61877084,0.36663824,0.38613,0.89,0.76,0.17,0.97,0.22,2024-Q2,1.21,0.31,-0.26,0.18,-0.13,0.021,1.0,0.0,0.0,0.0
INV_BARON,3Q24,2024,3,Inflationary Tightening,test,0.597032,0.6018782,0.37647504,0.39445007,0.87,0.66,0.23,0.96,0.46,2024-Q3,1.28,0.26,-0.2,0.12,-0.08,0.028,0.0,1.0,0.0,0.0
INV_BARON,4Q24,2024,4,Inflationary Tightening,test,0.5937335,0.60315186,0.39142445,0.38956407,0.88,0.33,0.21,0.87,0.47,2024-Q4,1.27,0.27,-0.21,0.13,-0.09,0.027,0.0,1.0,0.0,0.0
INV_BUFFETT,4Q02,2002,4,Recession,train,0.4820482,0.6040574,0.47152987,0.43347865,0.45,0.14,0.67,0.55,0.95,2002-Q4,0.78,-0.1,0.51,0.26,0.11,0.01,0.0,0.0,0.0,1.0
INV_BUFFETT,1Q03,2003,1,Recession,train,0.48642826,0.6095262,0.46044797,0.426073,0.33,0.38,0.67,0.52,0.92,2003-Q1,0.76,-0.13,0.54,0.29,0.14,0.009,0.0,0.0,0.0,1.0
INV_BUFFETT,2Q03,2003,2,Neutral,train,0.48778644,0.61546457,0.45717853,0.42100585,0.13,0.76,0.72,0.5,0.7,2003-Q2,0.74,-0.15,0.57,0.32,0.17,0.008,0.0,0.0,1.0,0.0
INV_BUFFETT,3Q03,2003,3,Neutral,train,0.48674116,0.6155111,0.457442,0.42081273,0.07,0.97,0.72,0.47,0.58,2003-Q3,0.8,-0.07,0.47,0.22,0.07,0.012,0.0,0.0,1.0,0.0
INV_BUFFETT,4Q03,2003,4,Neutral,train,0.48761362,0.6139272,0.45664248,0.41980958,0.05,0.9,0.65,0.44,0.48,2003-Q4,0.79,-0.09,0.49,0.24,0.09,0.011,0.0,0.0,1.0,0.0
INV_BUFFETT,1Q04,2004,1,Neutral,train,0.48619488,0.6129334,0.45710593,0.42234057,0.04,0.43,0.61,0.45,0.42,2004-Q1,0.77,-0.11,0.53,0.28,0.13,0.01,0.0,0.0,1.0,0.0
INV_BUFFETT,2Q04,2004,2,Neutral,train,0.48981404,0.61156654,0.45183668,0.4201855,0.18,0.62,0.6,0.46,0.39,2004-Q2,0.75,-0.13,0.56,0.31,0.16,0.009,0.0,0.0,1.0,0.0
INV_BUFFETT,3Q04,2004,3,Neutral,train,0.4889411,0.6113014,0.45316362,0.42192188,0.3,0.79,0.56,0.53,0.33,2004-Q3,0.81,-0.05,0.46,0.21,0.06,0.013,0.0,0.0,1.0,0.0
INV_BUFFETT,4Q04,2004,4,Neutral,train,0.48754722,0.6126091,0.45421687,0.42196488,0.4,0.83,0.56,0.62,0.17,2004-Q4,0.8,-0.07,0.48,0.23,0.08,0.012,0.0,0.0,1.0,0.0
INV_BUFFETT,1Q05,2005,1,Inflationary Tightening,train,0.48943976,0.613552,0.45296967,0.42150286,0.62,0.86,0.53,0.71,0.09,2005-Q1,0.78,-0.09,0.52,0.27,0.12,0.011,0.0,1.0,0.0,0.0
INV_BUFFETT,2Q05,2005,2,Neutral,train,0.4867694,0.6144995,0.4555357,0.42113212,0.55,0.35,0.5,0.72,0.14,2005-Q2,0.76,-0.11,0.55,0.3,0.15,0.01,0.0,0.0,1.0,0.0
INV_BUFFETT,3Q05,2005,3,Neutral,train,0.48819876,0.6143439,0.45594275,0.4202534,0.4,0.64,0.46,0.74,0.06,2005-Q3,0.82,-0.03,0.45,0.2,0.05,0.014,0.0,0.0,1.0,0.0
INV_BUFFETT,4Q05,2005,4,Neutral,train,0.48838776,0.61393636,0.45574608,0.42097917,0.4,0.41,0.46,0.79,0.1,2005-Q4,0.81,-0.05,0.47,0.22,0.07,0.013,0.0,0.0,1.0,0.0
INV_BUFFETT,1Q06,2006,1,Expansion,train,0.49133444,0.6160989,0.455024,0.41842577,0.45,0.95,0.39,0.84,0.05,2006-Q1,0.79,-0.08,0.5,0.26,0.11,0.012,1.0,0.0,0.0,0.0
INV_BUFFETT,2Q06,2006,2,Inflationary Tightening,train,0.48668823,0.61403507,0.45785797,0.4233928,0.6,0.24,0.35,0.88,0.26,2006-Q2,0.77,-0.1,0.53,0.29,0.14,0.011,0.0,1.0,0.0,0.0
INV_BUFFETT,3Q06,2006,3,Inflationary Tightening,train,0.48778883,0.61301017,0.45961863,0.42387456,0.79,0.18,0.35,0.93,0.16,2006-Q3,0.83,-0.02,0.44,0.19,0.04,0.015,0.0,1.0,0.0,0.0
INV_BUFFETT,4Q06,2006,4,Expansion,train,0.4887696,0.6147691,0.4594925,0.42255342,0.82,0.73,0.31,0.91,0.02,2006-Q4,0.82,-0.04,0.46,0.21,0.06,0.014,1.0,0.0,0.0,0.0
INV_BUFFETT,1Q07,2007,1,Inflationary Tightening,train,0.49053973,0.61341226,0.45841998,0.42106012,0.77,0.27,0.33,0.95,0.07,2007-Q1,0.8,-0.07,0.5,0.25,0.1,0.013,0.0,1.0,0.0,0.0
INV_BUFFETT,2Q07,2007,2,Inflationary Tightening,train,0.4909489,0.61101305,0.4568235,0.42175227,0.66,0.48,0.33,0.92,0.2,2007-Q2,0.78,-0.09,0.52,0.28,0.13,0.012,0.0,1.0,0.0,0.0
INV_BUFFETT,3Q07,2007,3,Neutral,train,0.488139,0.61064804,0.45918635,0.422445,0.49,0.43,0.37,0.9,0.69,2007-Q3,0.84,-0.01,0.43,0.18,0.03,0.016,0.0,0.0,1.0,0.0
INV_BUFFETT,4Q07,2007,4,Neutral,train,0.49064693,0.6118333,0.4580868,0.41924208,0.53,0.48,0.41,0.85,0.72,2007-Q4,0.83,-0.03,0.45,0.2,0.05,0.015,0.0,0.0,1.0,0.0
INV_BUFFETT,1Q08,2008,1,Inflationary Tightening,train,0.4878223,0.6075652,0.46711323,0.42962745,0.7,0.05,0.48,0.73,0.86,2008-Q1,0.7,-0.2,0.65,0.4,0.25,0.005,0.0,1.0,0.0,0.0
INV_BUFFETT,2Q08,2008,2,Inflationary Tightening,train,0.49066207,0.6085978,0.46704102,0.42700514,0.66,0.47,0.54,0.64,0.65,2008-Q2,0.68,-0.22,0.68,0.43,0.28,0.004,0.0,1.0,0.0,0.0
INV_BUFFETT,3Q08,2008,3,Recession,train,0.48488733,0.60625243,0.46865445,0.42849836,0.71,0.04,0.7,0.63,0.8,2008-Q3,0.75,-0.15,0.55,0.3,0.15,0.008,0.0,0.0,0.0,1.0
INV_BUFFETT,4Q08,2008,4,Recession,train,0.48474044,0.60567975,0.47132927,0.43143144,0.55,0.01,0.78,0.4,1.0,2008-Q4,0.72,-0.18,0.6,0.35,0.2,0.006,0.0,0.0,0.0,1.0
INV_BUFFETT,1Q09,2009,1,Recession,train,0.48428968,0.61096704,0.46597487,0.42634833,0.24,0.03,0.84,0.32,0.99,2009-Q1,0.7,-0.2,0.65,0.4,0.25,0.005,0.0,0.0,0.0,1.0
INV_BUFFETT,2Q09,2009,2,Recession,train,0.48638442,0.61403817,0.46339673,0.42067876,0.31,0.11,0.93,0.31,0.96,2009-Q2,0.68,-0.22,0.68,0.43,0.28,0.004,0.0,0.0,0.0,1.0
